rok,stan_fips,stan_nazwa,populacja_total,pct_ponizej_18lat,pct_powyzej_65lat,mediana_dochodu_gosp_dom,pct_ubóstwo,pct_zatrudnieni,pct_bezrobocie,pct_dojazd_samochod,pct_dojazd_carpool,pct_dojazd_transport_pub,pct_dojazd_pieszo,pct_praca_z_domu,sredni_czas_dojazdu_min,pct_wyksztalcenie_srednie,pct_wyksztalcenie_wyzsze,pct_bez_ubezpieczenia,liczba_jednostek_mieszkalnych,pct_mieszkania_wynajmowane,liczba_gospodarstw_domowych,pct_gospodarstwa_z_dziecmi,pct_dostep_internet
2022,FIPS:28,Mississippi,2940057,17.5,36.6,52719,14.2,53.7,2.8,81.9,9.6,0.3,1.5,5.5,25.5,87.6,24.8,89.2,1342764,69.9,1148340,,1148340
2022,FIPS:29,Missouri,6177957,18.0,10.7,64811,8.7,60.1,2.3,75.4,7.9,0.8,1.6,12.9,23.7,91.6,32.2,91.4,2826295,67.6,2521832,,2521832
2022,FIPS:30,Montana,1122867,20.1,0.3,67631,7.3,61.1,1.9,69.4,10.9,0.5,4.4,12.6,19.0,94.0,34.6,91.7,529167,68.8,464072,,464072
2022,FIPS:31,Nebraska,1967923,17.0,4.7,69597,7.7,66.2,1.6,76.5,8.7,0.4,2.3,10.8,18.8,92.8,34.7,93.3,863831,66.0,803157,,803157
2022,FIPS:32,Nevada,3177772,16.9,9.4,72333,9.1,59.3,3.4,70.0,11.2,2.2,1.4,12.2,24.5,87.4,27.0,88.9,1328788,60.3,1198356,,1198356
2022,FIPS:33,New Hampshire,1395231,20.2,1.4,89992,4.1,64.0,1.7,71.1,7.9,0.3,2.1,17.3,26.7,94.5,41.3,95.1,648571,72.3,557220,,557220
2022,FIPS:34,New Jersey,9261699,17.4,12.6,96346,6.8,62.7,3.3,61.5,8.3,8.0,3.0,16.7,30.3,90.7,43.5,93.2,3785097,64.6,3516978,,3516978
2022,FIPS:35,New Mexico,2113344,19.2,2.1,59726,12.6,54.8,2.8,73.3,10.1,0.7,2.2,12.0,23.7,88.0,30.5,91.8,956743,70.9,848218,,848218
2022,FIPS:36,New York,19677151,18.1,14.4,79557,10.3,59.4,3.2,49.0,6.5,21.5,5.6,14.5,33.0,87.9,40.0,95.1,8585784,54.1,7774308,,7774308
2022,FIPS:37,North Carolina,10698973,17.4,20.4,67481,9.3,59.2,2.3,71.2,8.5,0.5,1.6,16.8,25.1,90.2,35.9,90.7,4892627,66.7,4299266,,4299266
2022,FIPS:38,North Dakota,779261,16.7,3.3,71970,6.5,66.1,1.5,78.8,8.8,0.3,3.4,7.6,18.3,93.9,31.8,93.6,377722,65.1,331481,,331481
2022,FIPS:39,Ohio,11756058,18.4,12.0,65720,9.3,60.6,2.3,74.8,7.8,1.0,1.9,13.0,23.5,91.8,32.0,94.1,5293227,67.3,4878206,,4878206
2022,FIPS:40,Oklahoma,4019800,16.5,6.8,59673,11.4,57.8,2.5,77.8,9.4,0.3,1.7,9.4,22.7,89.6,28.5,88.3,1776732,65.4,1573180,,1573180
2022,FIPS:41,Oregon,4240137,19.3,2.0,75657,7.7,59.7,2.7,64.1,8.6,2.1,3.6,19.0,22.8,91.6,36.3,94.0,1859349,62.8,1726340,,1726340
2022,FIPS:42,Pennsylvania,12972008,19.6,10.5,71798,7.9,60.1,2.7,68.8,7.5,3.4,3.2,15.2,26.4,92.2,35.1,94.7,5815191,69.1,5294065,,5294065
2022,FIPS:44,Rhode Island,1093734,18.8,5.5,81854,6.7,61.2,2.9,72.4,7.7,1.4,2.9,13.4,25.4,90.5,39.6,95.8,486017,63.3,446688,,446688
2022,FIPS:45,South Carolina,5282634,19.1,25.1,64115,10.0,57.1,2.6,76.4,8.5,0.4,1.6,11.4,25.6,90.5,32.6,90.9,2446680,72.0,2136080,,2136080
2022,FIPS:46,South Dakota,909824,18.2,2.0,69728,7.7,64.3,1.9,78.5,7.1,0.5,2.5,9.9,18.2,93.2,31.6,91.9,408009,69.6,368300,,368300
2022,FIPS:47,Tennessee,7051339,17.3,15.6,65254,9.6,59.9,2.1,75.0,8.6,0.4,1.2,13.3,25.5,90.4,31.1,90.7,3144583,67.2,2846684,,2846684
2022,FIPS:48,Texas,30029572,13.4,12.1,72284,10.9,62.1,2.9,71.2,10.0,0.8,1.5,14.5,26.7,86.1,33.9,83.4,12135376,62.5,11087708,,11087708
2022,FIPS:49,Utah,3380800,11.9,1.1,89168,5.6,67.8,1.9,67.4,9.9,1.4,1.8,18.0,21.6,93.0,37.9,91.9,1228707,71.2,1129660,,1129660
2022,FIPS:50,Vermont,647064,21.6,1.0,73991,6.6,62.8,1.8,69.8,7.3,0.6,4.2,16.5,23.2,95.0,44.2,96.1,338998,73.7,277090,,277090
2022,FIPS:51,Virginia,8683619,16.8,18.7,85873,7.4,61.0,2.3,67.9,8.0,1.9,2.2,18.2,27.1,91.5,42.2,93.5,3685233,67.4,3380607,,3380607
2022,FIPS:53,Washington,7785786,16.8,4.0,91306,6.5,61.1,2.6,62.9,8.7,3.1,3.1,20.5,26.3,92.2,39.5,93.9,3313479,64.2,3079953,,3079953
2022,FIPS:54,West Virginia,1775156,21.2,3.4,54329,13.1,50.2,2.5,78.3,8.3,0.6,2.4,9.1,26.9,89.1,24.8,94.1,861686,74.5,736341,,736341
2022,FIPS:55,Wisconsin,5892539,18.7,6.0,70996,6.8,63.2,1.8,73.9,7.8,1.1,2.7,13.0,22.2,93.5,33.2,94.8,2770355,68.1,2491121,,2491121
2022,FIPS:56,Wyoming,581381,18.6,0.7,70042,8.6,62.5,2.4,76.2,8.2,1.0,3.5,9.1,18.0,93.7,29.6,88.5,277106,72.7,243321,,243321
2023,FIPS:01,Alabama,5108468,18.2,25.4,62212,11.3,55.8,2.3,80.0,8.3,0.3,1.3,8.8,25.5,89.1,28.9,91.5,2360120,70.1,2051545,,2051545
2023,FIPS:02,Alaska,733406,14.0,2.9,86631,7.2,59.8,3.0,65.5,11.6,0.8,7.2,9.0,19.8,93.2,32.2,89.6,329681,66.3,276852,,276852
2023,FIPS:04,Arizona,7431344,19.3,4.8,77315,8.7,57.8,2.6,67.1,10.3,1.2,1.7,17.5,25.7,89.4,33.5,90.1,3239474,67.7,2907014,,2907014
2023,FIPS:05,Arkansas,3067732,18.0,14.4,58700,11.2,56.1,2.4,78.3,9.9,0.3,1.6,8.7,22.7,89.3,26.2,91.1,1409104,66.2,1232871,,1232871
2023,FIPS:06,California,38965193,16.2,5.4,95521,8.5,60.2,3.5,67.1,10.2,3.1,2.5,14.6,29.2,84.8,37.5,93.6,14762527,55.9,13699816,,13699816
2023,FIPS:08,Colorado,5877610,16.1,3.9,92911,5.9,65.4,2.6,66.0,7.9,1.6,2.4,19.9,25.5,93.3,46.4,93.3,2638093,65.7,2428261,,2428261
2023,FIPS:09,Connecticut,3617176,19.1,10.9,91665,7.4,63.1,3.0,69.9,8.3,3.7,2.2,14.3,26.9,91.8,42.9,94.3,1546010,65.7,1442969,,1442969
2023,FIPS:13,Georgia,11029227,15.4,30.8,74632,9.8,60.6,2.8,70.8,9.5,1.1,1.4,15.2,28.7,89.3,35.4,88.6,4610506,66.1,4150138,,4150138
2023,FIPS:10,Delaware,1031890,21.3,22.5,81361,7.4,59.6,2.1,72.1,8.2,2.3,2.1,13.6,26.8,91.4,36.5,93.5,471472,73.6,412048,,412048
2023,FIPS:12,Florida,22610726,21.7,14.9,73311,8.6,57.2,2.5,69.1,9.7,1.4,1.5,15.8,28.5,90.2,34.9,89.3,10451823,68.1,8966402,,8966402
2023,FIPS:15,Hawaii,1435138,21.1,1.7,95322,6.6,57.0,2.1,64.2,15.8,4.1,3.9,8.7,27.0,93.0,37.0,96.8,572042,62.4,493898,,493898
2023,FIPS:16,Idaho,1964726,17.4,0.8,74942,6.5,60.1,2.2,71.0,10.2,0.6,2.8,13.5,21.9,92.2,32.1,91.1,815304,72.5,733244,,733244
2023,FIPS:17,Illinois,12549689,17.6,13.3,80306,8.0,62.1,3.1,66.2,8.3,6.6,2.9,14.0,28.1,90.6,38.3,93.8,5470727,67.4,5071288,,5071288
2023,FIPS:18,Indiana,6862199,17.2,9.0,69477,8.4,61.9,2.3,76.4,9.4,0.7,1.8,10.4,24.3,90.4,30.2,93.1,3002580,70.4,2754881,,2754881
2023,FIPS:19,Iowa,3207004,18.5,4.0,71433,6.9,64.4,1.8,76.2,8.2,0.8,2.8,10.5,20.0,93.3,31.5,95.0,1448736,71.8,1337243,,1337243
2023,FIPS:20,Kansas,2940547,17.6,5.3,70333,7.6,63.2,2.1,76.6,8.8,0.4,2.5,10.4,20.0,91.7,35.8,91.6,1299931,66.7,1188340,,1188340
2023,FIPS:21,Kentucky,4526154,17.8,7.5,61118,12.6,57.4,2.5,76.7,9.9,0.7,1.8,9.5,24.2,89.5,27.8,94.6,2036559,68.8,1853603,,1853603
2023,FIPS:22,Louisiana,4573749,17.4,30.3,58229,13.7,55.9,2.9,78.7,8.6,0.8,1.9,8.1,25.7,87.8,27.0,93.1,2124930,68.1,1833915,,1833915
2023,FIPS:23,Maine,1395722,22.9,1.8,73733,6.8,60.0,2.0,72.2,7.8,0.8,3.3,14.3,24.3,94.9,37.0,94.1,757424,74.4,616085,,616085
2023,FIPS:24,Maryland,6180253,17.3,29.2,98678,6.4,64.1,2.7,65.6,8.3,4.9,2.2,16.9,31.4,91.2,43.7,93.7,2572382,67.9,2384715,,2384715
2023,FIPS:25,Massachusetts,7001399,18.5,7.0,99858,7.0,64.4,2.6,62.8,7.2,7.3,4.2,15.6,29.9,91.4,47.8,97.4,3045867,62.3,2800984,,2800984
2023,FIPS:26,Michigan,10037261,19.3,13.2,69183,9.2,58.9,2.8,75.0,8.4,0.9,2.0,12.2,24.5,92.0,32.7,95.5,4642957,73.7,4107809,,4107809
2023,FIPS:27,Minnesota,5737915,17.9,7.2,85086,5.4,66.2,2.1,69.8,8.0,1.7,2.6,16.1,22.7,94.3,40.0,95.8,2574932,72.0,2344432,,2344432
2023,FIPS:28,Mississippi,2939690,17.6,35.6,54203,13.7,54.3,2.7,80.3,10.3,0.2,1.5,6.4,25.2,87.8,25.5,89.7,1350552,71.1,1166617,,1166617
2023,FIPS:29,Missouri,6196156,18.4,10.8,68545,7.9,61.5,2.2,75.0,8.4,0.8,1.8,12.5,23.5,92.0,33.2,92.5,2844440,68.8,2556271,,2556271
2023,FIPS:30,Montana,1132812,20.5,0.4,70804,7.0,60.8,1.7,72.5,9.4,0.6,4.2,11.3,20.2,94.4,34.6,91.6,535481,69.2,472867,,472867
2023,FIPS:31,Nebraska,1978379,17.2,4.6,74590,6.6,66.8,1.8,76.9,8.6,0.5,2.3,10.1,19.1,92.7,35.3,93.9,873525,66.3,813864,,813864
2023,FIPS:32,Nevada,3194176,17.4,9.4,76364,8.6,60.0,2.9,69.8,12.1,2.3,1.6,11.6,25.5,87.7,28.7,89.2,1348248,60.4,1224685,,1224685
2023,FIPS:33,New Hampshire,1402054,20.7,1.5,96838,4.8,64.7,1.7,72.1,6.8,0.7,2.6,16.1,27.1,94.4,40.7,95.3,653070,72.4,569493,,569493
2023,FIPS:34,New Jersey,9290841,17.7,12.7,99781,7.1,63.6,3.2,63.3,8.0,9.6,2.5,14.0,31.4,90.7,43.8,92.8,3803652,63.7,3538457,,3538457
2023,FIPS:35,New Mexico,2114371,19.9,2.0,62268,14.3,55.0,2.8,74.8,10.1,0.7,1.8,10.7,23.2,87.5,31.6,90.9,965373,69.3,856580,,856580
2023,FIPS:36,New York,19571216,18.6,14.3,82095,10.3,59.7,3.1,49.1,6.4,23.5,5.8,12.4,32.8,88.3,40.6,95.2,8631232,54.1,7809267,,7809267
2023,FIPS:37,North Carolina,10835491,17.7,20.1,70804,9.1,59.5,2.5,71.3,8.5,0.6,1.7,16.1,25.3,90.6,36.8,90.8,4979177,66.3,4392669,,4392669
2023,FIPS:38,North Dakota,783926,17.1,3.1,76525,5.3,65.9,1.9,76.7,10.1,0.2,3.1,8.3,18.5,94.5,33.6,95.5,378124,63.7,338059,,338059
2023,FIPS:39,Ohio,11785935,18.8,11.9,67769,9.2,60.8,2.6,75.4,8.1,1.1,2.0,11.9,23.5,91.9,32.0,93.9,5317134,67.1,4917309,,4917309
2023,FIPS:40,Oklahoma,4053824,16.7,6.8,62138,11.6,57.7,2.8,77.4,9.9,0.3,1.8,9.1,22.6,89.7,28.7,88.6,1788886,65.1,1589105,,1589105
2023,FIPS:41,Oregon,4233358,19.6,2.1,80160,7.7,59.9,2.6,64.6,9.4,2.2,3.4,17.7,23.2,92.0,37.7,94.5,1879510,63.4,1752050,,1752050
2023,FIPS:42,Pennsylvania,12961683,20.0,10.6,73824,8.3,60.0,2.7,68.5,8.2,3.8,3.5,14.1,26.5,92.2,35.3,94.6,5839797,69.5,5324209,,5324209
2023,FIPS:44,Rhode Island,1095962,19.4,5.4,84972,7.3,61.0,3.1,73.0,7.6,1.9,3.0,11.8,25.6,89.6,39.0,95.5,487127,64.0,443980,,443980
2023,FIPS:45,South Carolina,5373555,19.3,24.4,67804,10.0,57.6,2.6,76.1,8.7,0.4,1.5,11.8,25.5,90.2,32.9,90.9,2490327,72.4,2177733,,2177733
2023,FIPS:46,South Dakota,919318,18.4,2.5,71810,7.6,65.1,1.8,76.0,9.1,0.7,3.1,9.8,18.4,93.5,33.3,91.7,417187,69.4,378559,,378559
2023,FIPS:47,Tennessee,7126489,17.5,15.3,67631,10.2,59.9,2.5,75.8,8.3,0.5,1.4,12.8,26.3,90.1,31.7,90.7,3195170,67.3,2889226,,2889226
2023,FIPS:48,Texas,30503301,13.8,12.3,75780,10.3,62.6,2.9,71.7,10.6,0.9,1.4,13.7,27.2,86.3,34.2,83.6,12394809,62.6,11260645,,11260645
2023,FIPS:49,Utah,3417734,12.2,1.1,93421,6.0,67.6,2.3,68.0,10.5,1.6,1.8,16.4,22.6,93.1,38.4,92.0,1258529,70.1,1167591,,1167591
2023,FIPS:50,Vermont,647464,22.2,1.2,81211,4.5,63.2,1.7,68.1,8.5,0.9,4.5,16.2,24.2,95.5,43.7,96.6,341357,73.2,279612,,279612
2023,FIPS:51,Virginia,8715698,17.2,18.4,89931,7.1,61.1,2.3,68.4,8.6,2.5,2.0,16.7,27.5,91.4,42.4,93.6,3717625,67.8,3402670,,3402670
2023,FIPS:53,Washington,7812880,17.1,4.0,94605,6.6,61.1,2.9,64.9,8.9,4.0,3.1,17.3,26.7,92.4,40.5,93.7,3361561,63.7,3101265,,3101265
2023,FIPS:54,West Virginia,1770071,21.5,3.2,55948,11.6,51.7,2.4,77.6,9.8,0.5,2.3,8.3,27.7,89.0,24.0,94.1,863756,73.5,743644,,743644
2023,FIPS:55,Wisconsin,5910955,19.2,5.9,74631,6.6,63.4,1.8,74.9,7.6,1.1,2.6,12.2,22.5,93.7,33.8,95.1,2787388,67.9,2495539,,2495539
2023,FIPS:56,Wyoming,584057,19.2,0.7,72415,7.3,60.7,2.0,72.8,10.5,1.2,3.4,10.2,19.5,93.9,30.4,89.3,280119,71.2,247368,,247368
