stan_fips,stan_nazwa,rok,miesiac,AWND_mean,CLDD_mean,DP01_mean,DP10_mean,DP1X_mean,DSNW_mean,DT00_mean,DT32_mean,DX32_mean,DX70_mean,DX90_mean,DYFG_mean,EMNT_mean,EMXT_mean,HTDD_mean,PRCP_mean,SNOW_mean,SNWD_mean,TAVG_mean,TMAX_mean,TMIN_mean,WSFG_mean,AWND_median,CLDD_median,DP01_median,DP10_median,DP1X_median,DSNW_median,DT00_median,DT32_median,DX32_median,DX70_median,DX90_median,DYFG_median,EMNT_median,EMXT_median,HTDD_median,PRCP_median,SNOW_median,SNWD_median,TAVG_median,TMAX_median,TMIN_median,WSFG_median,n_stacji
FIPS:06,California,2013,12,2.00625,1.6062753036437247,2.388167388167388,1.4963924963924964,0.046176046176046176,0.34345794392523366,0.687382297551789,13.903954802259888,1.4899193548387097,4.935483870967742,0.0020161290322580645,7.6,-7.7460431654676265,22.063734290843804,340.53785425101216,13.687257617728532,39.340425531914896,,7.442522522522523,14.217953321364451,0.6721223021582734,18.3,1.8,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,6.0,-5.6,22.2,313.75,10.7,0.0,,8.3,14.8,1.3,18.3,1005
FIPS:06,California,2014,1,1.833734939759036,2.886319845857418,2.3295615275813297,1.1824611032531824,0.12164073550212164,0.07913669064748201,0.008976660682226212,8.694793536804308,0.10789980732177264,9.119460500963392,0.02119460500963391,8.027777777777779,-1.362607204116638,23.31376936316695,243.14836223506742,13.587972972972974,7.806763285024155,,10.619655172413793,17.599137931034484,3.6250859106529214,13.9,1.7,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,5.0,-0.6,23.9,213.2,3.8,0.0,,11.6,18.4,4.2,13.9,1039
FIPS:06,California,2014,2,2.553012048192771,2.5520833333333335,8.51388888888889,6.045833333333333,1.5430555555555556,0.355,0.049557522123893805,6.976991150442478,0.3789868667917448,6.0600375234521575,0.06566604127579738,10.548780487804878,-2.6690476190476193,23.323986486486486,240.66647727272726,129.04836173001308,27.704433497536947,,9.868367346938776,15.600675675675676,4.175680272108844,17.0,2.3,0.0,9.0,6.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,11.5,-1.7,23.3,209.7,93.6,0.0,,11.0,16.35,5.3,17.0,1066
FIPS:06,California,2014,3,2.9097560975609755,5.379198473282442,8.463203463203463,5.761904761904762,0.9884559884559885,0.4074074074074074,0.0017793594306049821,5.983985765124555,0.13092979127134724,11.05123339658444,0.23719165085388993,8.925925925925926,1.136923076923077,25.644463373083475,207.74618320610688,87.34883720930233,43.261538461538464,,11.797606837606839,18.07955706984668,5.541367521367521,20.799999999999997,2.8,0.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,8.0,2.2,26.1,167.0,59.5,0.0,,13.0,19.1,6.7,20.799999999999997,1034
FIPS:06,California,2014,4,3.0867469879518072,19.2775,4.945224719101123,3.0351617440225036,0.23347398030942335,0.2727272727272727,0.0017921146953405018,4.790322580645161,0.0994263862332696,15.567877629063098,1.4091778202676863,6.8493150684931505,0.6293103448275862,29.244596912521438,156.4298076923077,33.91245033112583,26.291044776119403,,13.75551724137931,20.86689536878216,6.665862068965517,16.3,2.9,6.65,5.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,1.7,30.6,122.30000000000001,26.4,0.0,,14.6,21.6,7.6,16.3,1053
FIPS:06,California,2014,5,3.4864197530864196,57.8544,1.935483870967742,0.9442815249266863,0.017595307917888565,0.015037593984962405,0.0,2.0327868852459017,0.0039603960396039604,21.87920792079208,5.512871287128712,5.019607843137255,4.152797202797203,33.292280701754386,90.7024,7.474171270718232,0.9874055415617129,,17.27716814159292,24.81947368421053,9.80944055944056,22.6,3.3,39.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,3.0,5.0,34.4,59.75,0.8,0.0,,17.9,25.2,10.45,22.6,1022
FIPS:06,California,2014,6,3.317073170731707,101.27727272727273,0.4,0.15766423357664233,0.010218978102189781,0.0,0.0,0.4891304347826087,0.0,26.606299212598426,9.297244094488189,7.533333333333333,7.589043478260869,35.22604166666667,32.49209486166008,1.5647302904564315,0.0,,20.54512195121951,28.601215277777776,12.503826086956522,13.0,3.1500000000000004,76.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,5.0,8.3,35.6,7.8,0.0,0.0,,20.4,28.65,12.7,13.0,1016
FIPS:06,California,2014,7,3.0425,190.02583170254402,1.4164265129682998,0.5331412103746398,0.01585014409221902,0.0,0.0,0.01607142857142857,0.0,29.81286549707602,16.430799220272906,7.348837209302325,11.753436426116838,37.082332761578044,6.381996086105675,3.998362892223738,0.0,,24.148709122203098,31.84030874785592,16.47079037800687,20.35,3.1,185.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,4.0,11.7,37.8,0.0,0.3,0.0,,24.1,32.4,16.6,20.35,1030
FIPS:06,California,2014,8,2.7534246575342465,146.46120857699808,1.8808823529411764,0.7823529411764706,0.03529411764705882,0.0,0.0,0.0677361853832442,0.0,29.137596899224807,12.4031007751938,6.454545454545454,11.218213058419243,35.355384615384615,12.879337231968812,6.928291316526611,0.0,,22.542268041237115,30.074143835616436,15.046987951807228,14.95,2.8,142.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.0,5.0,11.95,36.1,0.0,1.3,0.0,,22.8,30.45,15.4,14.95,1021
FIPS:06,California,2014,9,2.5657534246575344,120.61528046421662,2.370639534883721,1.367732558139535,0.1744186046511628,0.00267379679144385,0.0,0.42526690391459077,0.0,26.68146718146718,10.324324324324325,6.5588235294117645,7.948257839721255,35.04171029668412,29.177562862669244,17.251815642458098,0.17158176943699732,,21.34083769633508,28.848516579406635,13.834380453752182,14.05,2.6,111.9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,9.0,4.0,8.9,35.6,10.6,9.4,0.0,,21.7,29.0,14.3,14.05,1022
